object,attributes,parents,children,srcOneToRelation,srcManyToRelation,dstToManyRelation,numCorrespondingTables,mappingStrategy,parentMappingStrategy,associations,paretoOptimal
Loan,2,0,0,0,0,1,11,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Checking,1,1,0,0,0,0,10,UnionSubclassStrategy,UnionSubclassStrategy,none,1
Account,2,0,1,0,0,1,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Bank,3,0,0,2,0,0,10,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy,1
Savings,1,1,0,0,0,0,10,UnionSubclassStrategy,UnionSubclassStrategy,none,1
Loan,2,0,0,0,0,1,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Bank,3,0,0,2,0,0,9,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,1
Teller,2,0,0,0,0,2,9,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
Loan,2,0,0,0,0,1,9,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Bank,3,0,0,2,0,0,9,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy,1
Bank,3,0,0,2,0,0,9,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,1
Teller,2,0,0,0,0,2,9,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
Checking,1,1,0,0,0,0,11,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Teller,2,0,0,0,0,2,11,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Account,2,0,1,0,0,1,11,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Savings,1,1,0,0,0,0,11,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Bank,3,0,0,2,0,0,11,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Customer,5,0,0,2,1,1,11,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Savings,1,1,0,0,0,0,10,UnionSubclassStrategy,UnionSubclassStrategy,none,1
Account,2,0,1,0,0,1,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Teller,2,0,0,0,0,2,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
Checking,1,1,0,0,0,0,10,UnionSubclassStrategy,UnionSubclassStrategy,none,1
Bank,3,0,0,2,0,0,10,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,1
Loan,2,0,0,0,0,1,11,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Bank,3,0,0,2,0,0,11,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Customer,5,0,0,2,1,1,11,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Checking,1,1,0,0,0,0,11,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Account,2,0,1,0,0,1,11,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Savings,1,1,0,0,0,0,11,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Teller,2,0,0,0,0,2,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Bank,3,0,0,2,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Customer,5,0,0,2,1,1,10,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Account,2,0,1,0,0,1,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Bank,3,0,0,2,0,0,10,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Savings,1,1,0,0,0,0,10,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Teller,2,0,0,0,0,2,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Checking,1,1,0,0,0,0,10,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Customer,5,0,0,2,1,1,11,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Bank,3,0,0,2,0,0,11,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Teller,2,0,0,0,0,2,11,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Loan,2,0,0,0,0,1,11,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Bank,3,0,0,2,0,0,10,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Loan,2,0,0,0,0,1,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Teller,2,0,0,0,0,2,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Bank,3,0,0,2,0,0,8,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy,1
Bank,3,0,0,2,0,0,9,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Customer,5,0,0,2,1,1,9,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Account,2,0,1,0,0,1,9,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Checking,1,1,0,0,0,0,9,UnionSubclassStrategy,UnionSubclassStrategy,none,1
Savings,1,1,0,0,0,0,9,UnionSubclassStrategy,UnionSubclassStrategy,none,1
Bank,3,0,0,2,0,0,9,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy,1
Savings,1,1,0,0,0,0,9,UnionSubclassStrategy,UnionSubclassStrategy,none,1
Bank,3,0,0,2,0,0,9,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy,1
Checking,1,1,0,0,0,0,9,UnionSubclassStrategy,UnionSubclassStrategy,none,1
Account,2,0,1,0,0,1,9,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Loan,2,0,0,0,0,1,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Customer,5,0,0,2,1,1,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Bank,3,0,0,2,0,0,10,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Bank,3,0,0,2,0,0,9,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,1
Customer,5,0,0,2,1,1,9,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
Bank,3,0,0,2,0,0,10,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Loan,2,0,0,0,0,1,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Customer,5,0,0,2,1,1,10,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Savings,1,1,0,0,0,0,10,UnionSubclassStrategy,UnionSubclassStrategy,none,1
Loan,2,0,0,0,0,1,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Checking,1,1,0,0,0,0,10,UnionSubclassStrategy,UnionSubclassStrategy,none,1
Account,2,0,1,0,0,1,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Bank,3,0,0,2,0,0,10,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy,1
Bank,3,0,0,2,0,0,9,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy,1
Loan,2,0,0,0,0,1,9,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Bank,3,0,0,2,0,0,8,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy,1
Customer,2,0,1,1,0,0,4,UnionSuperclassStrategy,none,OwnAssociationTableStrategy,1
PreferredCustomer,1,1,0,0,0,0,4,UnionSuperclassStrategy,UnionSuperclassStrategy,none,1
Order,2,0,0,0,0,1,4,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Customer,2,0,1,1,0,0,3,UnionSuperclassStrategy,none,ForeignKeyEmbeddingStrategy,1
PreferredCustomer,1,1,0,0,0,0,3,UnionSuperclassStrategy,UnionSuperclassStrategy,none,1
Customer,2,0,1,1,0,0,4,UnionSuperclassStrategy,none,OwnAssociationTableStrategy,0
Order,2,0,0,0,0,1,4,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
PreferredCustomer,1,1,0,0,0,0,4,UnionSuperclassStrategy,UnionSuperclassStrategy,none,0
PreferredCustomer,1,1,0,0,0,0,3,UnionSuperclassStrategy,UnionSuperclassStrategy,none,1
Customer,2,0,1,1,0,0,3,UnionSuperclassStrategy,none,ForeignKeyEmbeddingStrategy,1
PreferredCustomer,1,1,0,0,0,0,3,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Customer,2,0,1,1,0,0,3,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
PreferredCustomer,1,1,0,0,0,0,3,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Customer,2,0,1,1,0,0,3,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
PreferredCustomer,1,1,0,0,0,0,4,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Customer,2,0,1,1,0,0,4,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Order,2,0,0,0,0,1,4,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Customer,2,0,1,1,0,0,4,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Order,2,0,0,0,0,1,4,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
PreferredCustomer,1,1,0,0,0,0,4,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Admin,2,0,0,1,0,0,10,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,1
Guest,1,0,0,1,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Customer,4,0,0,3,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
Payment,4,0,0,0,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Cart,4,0,0,0,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Admin,2,0,0,1,0,0,10,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,1
Payment,4,0,0,0,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Cart,4,0,0,0,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Customer,4,0,0,3,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
Guest,1,0,0,1,0,0,10,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,1
Admin,2,0,0,1,0,0,10,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,1
Cart,4,0,0,0,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Customer,4,0,0,3,0,0,10,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
Guest,1,0,0,1,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Payment,4,0,0,0,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Customer,4,0,0,3,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Admin,2,0,0,1,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Guest,1,0,0,1,0,0,10,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
Payment,4,0,0,0,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Cart,4,0,0,0,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Payment,4,0,0,0,0,0,11,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Customer,4,0,0,3,0,0,11,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Guest,1,0,0,1,0,0,11,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Admin,2,0,0,1,0,0,11,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Products,4,0,0,0,0,3,11,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Cart,4,0,0,0,0,0,11,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Guest,1,0,0,1,0,0,10,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,1
Admin,2,0,0,1,0,0,10,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,1
Payment,4,0,0,0,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Customer,4,0,0,3,0,0,10,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
Cart,4,0,0,0,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Payment,4,0,0,0,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Admin,2,0,0,1,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Guest,1,0,0,1,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Customer,4,0,0,3,0,0,10,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Cart,4,0,0,0,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Cart,4,0,0,0,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Guest,1,0,0,1,0,0,10,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,1
Customer,4,0,0,3,0,0,10,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
Admin,2,0,0,1,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Payment,4,0,0,0,0,0,10,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Person,2,1,0,0,0,0,5,JoinedSubclassStrategy,UnionSubclassStrategy,none,1
Customer,3,0,0,1,0,0,5,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,1
Company,2,1,0,0,0,0,5,JoinedSubclassStrategy,UnionSubclassStrategy,none,1
Customer,3,0,0,1,0,0,5,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,1
Person,2,1,0,0,0,0,5,UnionSubclassStrategy,UnionSubclassStrategy,none,1
Company,2,1,0,0,0,0,5,JoinedSubclassStrategy,UnionSubclassStrategy,none,1
Customer,3,0,0,1,0,0,5,UnionSuperclassStrategy,none,ForeignKeyEmbeddingStrategy,0
Person,2,1,0,0,0,0,5,UnionSuperclassStrategy,UnionSuperclassStrategy,none,0
Company,2,1,0,0,0,0,5,UnionSuperclassStrategy,UnionSuperclassStrategy,none,0
Customer,3,0,0,1,0,0,5,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,1
Person,2,1,0,0,0,0,5,JoinedSubclassStrategy,UnionSubclassStrategy,none,1
Company,2,1,0,0,0,0,5,UnionSubclassStrategy,UnionSubclassStrategy,none,1
Company,2,1,0,0,0,0,5,UnionSuperclassStrategy,UnionSuperclassStrategy,none,0
Customer,3,0,0,1,0,0,5,UnionSuperclassStrategy,none,ForeignKeyEmbeddingStrategy,0
Person,2,1,0,0,0,0,5,UnionSuperclassStrategy,UnionSuperclassStrategy,none,0
Company,2,1,0,0,0,0,5,UnionSubclassStrategy,UnionSubclassStrategy,none,1
Person,2,1,0,0,0,0,5,UnionSubclassStrategy,UnionSubclassStrategy,none,1
Customer,3,0,0,1,0,0,5,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,1
Staff,1,1,0,0,0,0,15,JoinedSubclassStrategy,UnionSubclassStrategy,none,1
Student,1,1,0,0,0,0,15,UnionSubclassStrategy,UnionSubclassStrategy,none,1
User,2,0,2,1,1,1,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
LibraryDatabase,2,0,0,2,0,0,15,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,1
Librarian,4,0,0,2,0,0,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
LibraryDatabase,2,0,0,2,0,0,14,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
Librarian,4,0,0,2,0,0,14,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
LibraryDatabase,2,0,0,2,0,0,15,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
Account,6,0,0,0,0,2,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
Staff,1,1,0,0,0,0,15,JoinedSubclassStrategy,UnionSubclassStrategy,none,1
Student,1,1,0,0,0,0,15,UnionSubclassStrategy,UnionSubclassStrategy,none,1
User,2,0,2,1,1,1,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
LibraryDatabase,2,0,0,2,0,0,15,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
Book,4,0,0,0,0,4,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
Librarian,4,0,0,2,0,0,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
LibraryManagementSystem,4,0,0,4,0,0,16,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
LibraryDatabase,2,0,0,2,0,0,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
Book,4,0,0,0,0,4,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
User,2,0,2,1,1,1,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
Student,1,1,0,0,0,0,16,JoinedSubclassStrategy,UnionSubclassStrategy,none,1
Staff,1,1,0,0,0,0,16,UnionSubclassStrategy,UnionSubclassStrategy,none,1
LibraryDatabase,2,0,0,2,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,1
LibraryManagementSystem,4,0,0,4,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
LibraryDatabase,2,0,0,2,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,1
LibraryManagementSystem,4,0,0,4,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
LibraryDatabase,2,0,0,2,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,1
LibraryManagementSystem,4,0,0,4,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
