object,attributes,parents,children,srcOneToRelation,srcManyToRelation,dstToManyRelation,numCorrespondingTables,mappingStrategy,parentMappingStrategy,associations,paretoOptimal
CampSite,2,0,0,1,0,0,9,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
CampingTrip,3,0,0,0,1,1,9,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
WealthyScout,2,1,0,0,0,0,9,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
CampSite,2,0,0,1,0,0,9,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
BadgeSpecification,2,0,0,1,0,0,9,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
CampingTrip,3,0,0,0,1,1,9,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Scout,4,0,1,1,0,1,9,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
WealthyScout,2,1,0,0,0,0,8,UnionSuperclassStrategy,UnionSuperclassStrategy,none,1
CampSite,2,0,0,1,0,0,8,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,1
BadgeSpecification,2,0,0,1,0,0,8,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,1
Scout,4,0,1,1,0,1,8,UnionSuperclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,1
CampSite,2,0,0,1,0,0,8,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
WealthyScout,2,1,0,0,0,0,8,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Scout,4,0,1,1,0,1,8,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
BadgeSpecification,2,0,0,1,0,0,8,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Scout,4,0,1,1,0,1,8,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
CampSite,2,0,0,1,0,0,8,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
BadgeSpecification,2,0,0,1,0,0,8,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
WealthyScout,2,1,0,0,0,0,8,UnionSubclassStrategy,UnionSubclassStrategy,none,0
