object,hasId,attributes,parents,children,srcOneToRelation,srcManyToRelation,dstToOneRelation,dstToManyRelation,mappingStrategy,parentMappingStrategy,associations,paretoOptimal
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Category,1,2,0,0,1,0,0,3,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Document,1,2,0,0,1,0,0,2,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Category,1,2,0,0,1,0,0,3,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Revision,1,2,0,0,0,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Document,1,2,0,0,1,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Document,1,2,0,0,1,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Revision,1,2,0,0,0,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
Category,1,2,0,0,1,0,0,3,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Document,1,2,0,0,1,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Revision,1,2,0,0,0,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Document,1,2,0,0,1,0,0,2,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
Document,1,2,0,0,1,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Revision,1,2,0,0,0,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
Revision,1,2,0,0,0,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Document,1,2,0,0,1,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Revision,1,2,0,0,0,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Document,1,2,0,0,1,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Revision,1,2,0,0,0,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Revision,1,2,0,0,0,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Revision,1,2,0,0,0,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Category,1,2,0,0,1,0,0,3,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Revision,1,2,0,0,0,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Revision,1,2,0,0,0,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Category,1,2,0,0,1,0,0,3,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,1
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,1
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,1
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,1
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Document,1,2,0,0,1,0,0,2,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
Document,1,2,0,0,1,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Category,1,2,0,0,1,0,0,3,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Document,1,2,0,0,1,0,0,2,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Revision,1,2,0,0,0,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Revision,1,2,0,0,0,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Revision,1,2,0,0,0,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,1
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,1
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,1
Background,1,2,0,0,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
Revision,1,2,0,0,0,0,0,2,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Group,1,2,0,0,1,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
User,1,2,0,0,3,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
