object,hasId,attributes,parents,children,srcOneToRelation,srcManyToRelation,dstToOneRelation,dstToManyRelation,mappingStrategy,parentMappingStrategy,associations,paretoOptimal
User,1,2,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Developer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Relationship,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
NameSpace,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Viewer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
NameSpace,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Variable,1,2,0,0,1,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Developer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
User,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
NameSpace,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Developer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Developer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
NameSpace,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Variable,1,2,0,0,1,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Developer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Variable,1,2,0,0,1,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Relationship,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Developer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
User,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
NameSpace,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Developer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Variable,1,2,0,0,1,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Relationship,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
NameSpace,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Variable,1,2,0,0,1,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Developer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
User,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Variable,1,2,0,0,1,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Relationship,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Developer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Variable,1,2,0,0,1,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Developer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
NameSpace,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Relationship,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Developer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Relationship,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Developer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Relationship,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Relationship,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Developer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Variable,1,2,0,0,1,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
NameSpace,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Relationship,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
NameSpace,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Developer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Relationship,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Variable,1,2,0,0,1,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Developer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Variable,1,2,0,0,1,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Developer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
NameSpace,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Viewer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Developer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Variable,1,2,0,0,1,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Developer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
NameSpace,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Relationship,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Relationship,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Developer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
User,1,2,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Developer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Variable,1,2,0,0,1,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Viewer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Relationship,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Developer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Viewer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Developer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Developer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Developer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Relationship,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Variable,1,2,0,0,1,0,0,1,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Developer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Viewer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
NameSpace,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Developer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
User,1,2,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Viewer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
User,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Developer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
NameSpace,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Viewer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Developer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
User,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Developer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Viewer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
User,1,2,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Viewer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Relationship,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Developer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Relationship,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
User,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Role,1,2,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Participant,1,1,0,3,0,1,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
DecisionSpace,1,2,0,0,2,1,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Viewer,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Variable,1,2,0,0,1,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Developer,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
